UserID,SessionCount,PctSessionPurchase,ClicksPerSession,ItemsClickedPerSession,AvgTimePerClick,AvgTimePerSession,AvgPriceClicked,PctSessionClickDiscount,PctSessionPurchaseDiscount
4.26E+15,0.0,0.14592740728317152,0.6140728720621499,0.0,1.1020893661344668,2.388449923561194,2.357141393222859,0.0,0.0
6.77E+15,0.0,1.0,2.371591175000057,2.3922118055884933,0.0,2.388449923561194,0.0,0.8566962917086443,1.0
7.81E+15,0.0,0.6530004742592259,0.0,0.0,2.203868595027026,0.3236342024368961,0.0,0.0,0.0
8.16E+15,0.0,0.0,0.0,0.0,0.0,0.0,0.4896488245355967,0.8566962917086443,0.0
4.37E+58,0.0,0.6530004742592259,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7.13E+269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8566962917086443,0.0
000549077743D83B,0.0,0.0,0.0,0.0,0.0,0.0,0.04622593151396359,0.8566962917086443,0.0
00056F487DF8E347,0.0,0.6530004742592259,0.17729231114603664,0.19525167907210936,0.049295811289444165,0.06922035472879522,2.0791493487516046,0.0,0.0
0017C5CA0272763F,0.0,0.0,0.0,0.0,0.0,0.0,2.1951214900034164,0.8566962917086443,0.0
001BF25EB8094642,0.20634605428977515,0.0,0.0,0.0,0.0,0.0,0.0,0.8566962917086443,0.0
002275B1CA67BDA1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035922376632234104,0.0
003719B1867CBCE1,0.0,0.0,0.0,0.0,0.0,0.0,1.035400077485299,0.0,0.0
00394AD3B8626EFC,0.0,0.0,0.9052599126728921,1.1368060190077025,2.203868595027026,1.3412895932692996,2.1382724000175077,0.8566962917086443,0.0
004167BEDE6E57F6,0.0,1.0,0.0,0.0,0.0,0.0,0.7591135056795124,0.0,0.0
0043BF3B3DDE01BC,2.1989258038265214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0050219FB38B16F7,2.1989258038265214,0.0,0.0,0.0,0.0,0.0,0.4999191434066453,0.24111585540133665,0.0
0053F7F21AF16C7D,0.0,0.0,0.0,0.0,0.0,0.0,0.16071999656940125,0.8566962917086443,0.0
0063903B948298C9,0.0,0.6530004742592259,0.4684793517567788,0.8229545723625048,2.203868595027026,1.9741440394432006,0.0,0.8566962917086443,1.0
00663EE21B268E8A,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8566962917086443,1.0
0069839AD0FAE6E2,0.0,0.0,0.0,0.0,0.04302885576218876,0.0,0.0,0.8566962917086443,0.0
